City,State,Year,Population
Skokie village,Illinois,2015,64888
Skokie village,Illinois,2016,64437
Skokie village,Illinois,2017,63847
Skokie village,Illinois,2018,63171
Skokie village,Illinois,2019,62700
Leander,Texas,2010,27709
Leander,Texas,2011,29120
Leander,Texas,2012,30636
Leander,Texas,2013,32774
Leander,Texas,2014,35280
Leander,Texas,2015,39019
Leander,Texas,2016,43788
Leander,Texas,2017,49792
Leander,Texas,2018,55924
Leander,Texas,2019,62608
Waltham,Massachusetts,2010,60889
Waltham,Massachusetts,2011,61382
Waltham,Massachusetts,2012,62047
Waltham,Massachusetts,2013,62327
Waltham,Massachusetts,2014,63114
Waltham,Massachusetts,2015,63003
Waltham,Massachusetts,2016,62939
Waltham,Massachusetts,2017,62822
Waltham,Massachusetts,2018,62563
Waltham,Massachusetts,2019,62495
Council Bluffs,Iowa,2010,62370
Council Bluffs,Iowa,2011,62502
Council Bluffs,Iowa,2012,62160
Council Bluffs,Iowa,2013,62117
Council Bluffs,Iowa,2014,62397
Council Bluffs,Iowa,2015,62556
Council Bluffs,Iowa,2016,62458
Council Bluffs,Iowa,2017,62377
Council Bluffs,Iowa,2018,62221
Council Bluffs,Iowa,2019,62166
Hamilton,Ohio,2010,62345
Hamilton,Ohio,2011,62329
Hamilton,Ohio,2012,62234
Hamilton,Ohio,2013,62299
Hamilton,Ohio,2014,62414
Hamilton,Ohio,2015,62345
Hamilton,Ohio,2016,62250
Hamilton,Ohio,2017,62114
Hamilton,Ohio,2018,62132
Hamilton,Ohio,2019,62082
Moore,Oklahoma,2010,55425
Moore,Oklahoma,2011,56724
Moore,Oklahoma,2012,57830
Moore,Oklahoma,2013,57800
Moore,Oklahoma,2014,58462
Moore,Oklahoma,2015,59593
Moore,Oklahoma,2016,60479
Moore,Oklahoma,2017,60973
Moore,Oklahoma,2018,61452
Moore,Oklahoma,2019,62055
Pico Rivera,California,2010,62960
Pico Rivera,California,2011,63221
Pico Rivera,California,2012,63430
Pico Rivera,California,2013,63597
Pico Rivera,California,2014,63637
Pico Rivera,California,2015,63670
Pico Rivera,California,2016,63438
Pico Rivera,California,2017,63133
Pico Rivera,California,2018,62677
Pico Rivera,California,2019,62027
Montebello,California,2010,62490
Montebello,California,2011,62903
Montebello,California,2012,63123
Montebello,California,2013,63279
Montebello,California,2014,63322
Montebello,California,2015,63379
Montebello,California,2016,63134
Montebello,California,2017,62823
Montebello,California,2018,62440
Montebello,California,2019,61954
Millcreek,Utah,2010,58853
Millcreek,Utah,2011,59397
Millcreek,Utah,2012,59853
Millcreek,Utah,2013,60253
Millcreek,Utah,2014,60176
Millcreek,Utah,2015,60147
Millcreek,Utah,2016,60354
Millcreek,Utah,2017,60718
Millcreek,Utah,2018,61060
Millcreek,Utah,2019,61450
Sanford,Florida,2010,53971
Sanford,Florida,2011,54377
Sanford,Florida,2012,54937
Sanford,Florida,2013,56283
Sanford,Florida,2014,57643
Sanford,Florida,2015,58289
Sanford,Florida,2016,58968
Sanford,Florida,2017,59542
Sanford,Florida,2018,60107
Sanford,Florida,2019,61448
National City,California,2010,58624
National City,California,2011,59042
National City,California,2012,59369
National City,California,2013,59776
National City,California,2014,60132
National City,California,2015,60721
National City,California,2016,60967
National City,California,2017,61083
National City,California,2018,61272
National City,California,2019,61394
Burnsville,Minnesota,2010,60391
Burnsville,Minnesota,2011,60649
Burnsville,Minnesota,2012,60864
Burnsville,Minnesota,2013,61144
Burnsville,Minnesota,2014,61314
Burnsville,Minnesota,2015,61203
Burnsville,Minnesota,2016,61316
Burnsville,Minnesota,2017,61431
Burnsville,Minnesota,2018,61162
Burnsville,Minnesota,2019,61339
Coconut Creek,Florida,2010,53183
Coconut Creek,Florida,2011,54324
Coconut Creek,Florida,2012,55131
Coconut Creek,Florida,2013,56920
Coconut Creek,Florida,2014,58502
Coconut Creek,Florida,2015,59202
Coconut Creek,Florida,2016,59815
Coconut Creek,Florida,2017,61070
Coconut Creek,Florida,2018,61205
Coconut Creek,Florida,2019,61248
Lakewood,Washington,2010,57600
Lakewood,Washington,2011,57945
Lakewood,Washington,2012,58110
Lakewood,Washington,2013,58144
Lakewood,Washington,2014,58580
Lakewood,Washington,2015,58885
Lakewood,Washington,2016,59747
Lakewood,Washington,2017,60316
Lakewood,Washington,2018,60511
Lakewood,Washington,2019,61037
Taylor,Michigan,2010,62982
Taylor,Michigan,2011,62631
Taylor,Michigan,2012,62465
Taylor,Michigan,2013,61957
Taylor,Michigan,2014,62068
Taylor,Michigan,2015,61777
Taylor,Michigan,2016,61580
Taylor,Michigan,2017,61404
Taylor,Michigan,2018,61163
Taylor,Michigan,2019,60922
Novi,Michigan,2010,55287
Novi,Michigan,2011,56055
Novi,Michigan,2012,57043
Novi,Michigan,2013,58124
Novi,Michigan,2014,58634
Novi,Michigan,2015,58913
Novi,Michigan,2016,59598
Novi,Michigan,2017,59948
Novi,Michigan,2018,60787
Novi,Michigan,2019,60896
Marietta,Georgia,2010,56708
Marietta,Georgia,2011,57348
Marietta,Georgia,2012,58167
Marietta,Georgia,2013,58819
Marietta,Georgia,2014,59547
Marietta,Georgia,2015,59845
Marietta,Georgia,2016,60679
Marietta,Georgia,2017,60679
Marietta,Georgia,2018,60647
Marietta,Georgia,2019,60867
Ocala,Florida,2010,56565
Ocala,Florida,2011,56707
Ocala,Florida,2012,56783
Ocala,Florida,2013,56804
Ocala,Florida,2014,57178
Ocala,Florida,2015,57719
Ocala,Florida,2016,58460
Ocala,Florida,2017,59091
Ocala,Florida,2018,60274
Ocala,Florida,2019,60786
Terre Haute,Indiana,2010,60787
Terre Haute,Indiana,2011,60993
Terre Haute,Indiana,2012,61176
Terre Haute,Indiana,2013,60921
Terre Haute,Indiana,2014,60785
Terre Haute,Indiana,2015,60596
Terre Haute,Indiana,2016,60683
Terre Haute,Indiana,2017,60816
Terre Haute,Indiana,2018,60775
Terre Haute,Indiana,2019,60622
Woodland,California,2010,55615
Woodland,California,2011,55786
Woodland,California,2012,56272
Woodland,California,2013,56713
Woodland,California,2014,57328
Woodland,California,2015,58385
Woodland,California,2016,59098
Woodland,California,2017,59923
Woodland,California,2018,60474
Woodland,California,2019,60548
Petaluma,California,2010,58037
Petaluma,California,2011,58236
Petaluma,California,2012,58728
Petaluma,California,2013,59337
Petaluma,California,2014,59753
Petaluma,California,2015,60295
Petaluma,California,2016,60468
Petaluma,California,2017,60682
Petaluma,California,2018,61826
Petaluma,California,2019,60520
La Habra,California,2010,59108
La Habra,California,2011,59658
La Habra,California,2012,59970
La Habra,California,2013,60224
La Habra,California,2014,60421
La Habra,California,2015,60473
La Habra,California,2016,60292
La Habra,California,2017,60898
La Habra,California,2018,60778
La Habra,California,2019,60513
Malden,Massachusetts,2010,59691
Malden,Massachusetts,2011,60131
Malden,Massachusetts,2012,60591
Malden,Massachusetts,2013,60938
Malden,Massachusetts,2014,61217
Malden,Massachusetts,2015,61383
Malden,Massachusetts,2016,61276
Malden,Massachusetts,2017,61079
Malden,Massachusetts,2018,60735
Malden,Massachusetts,2019,60470
Commerce City,Colorado,2010,46128
Commerce City,Colorado,2011,47507
Commerce City,Colorado,2012,48504
Commerce City,Colorado,2013,49717
Commerce City,Colorado,2014,51468
Commerce City,Colorado,2015,53161
Commerce City,Colorado,2016,54523
Commerce City,Colorado,2017,55925
Commerce City,Colorado,2018,58324
Commerce City,Colorado,2019,60336
Owensboro,Kentucky,2010,57511
Owensboro,Kentucky,2011,57755
Owensboro,Kentucky,2012,58139
Owensboro,Kentucky,2013,58357
Owensboro,Kentucky,2014,58415
Owensboro,Kentucky,2015,59031
Owensboro,Kentucky,2016,59305
Owensboro,Kentucky,2017,59523
Owensboro,Kentucky,2018,59745
Owensboro,Kentucky,2019,60131
Bristol,Connecticut,2010,60502
Bristol,Connecticut,2011,60599
Bristol,Connecticut,2012,60658
Bristol,Connecticut,2013,60558
Bristol,Connecticut,2014,60588
Bristol,Connecticut,2015,60524
Bristol,Connecticut,2016,60304
Bristol,Connecticut,2017,60131
Bristol,Connecticut,2018,60101
Bristol,Connecticut,2019,59947
West Allis,Wisconsin,2010,60418
West Allis,Wisconsin,2011,60492
West Allis,Wisconsin,2012,60695
West Allis,Wisconsin,2013,60803
West Allis,Wisconsin,2014,60765
West Allis,Wisconsin,2015,60709
West Allis,Wisconsin,2016,60331
West Allis,Wisconsin,2017,59845
West Allis,Wisconsin,2018,59410
West Allis,Wisconsin,2019,59890
Taylorsville,Utah,2010,58754
Taylorsville,Utah,2011,59761
Taylorsville,Utah,2012,60210
Taylorsville,Utah,2013,60530
Taylorsville,Utah,2014,60361
Taylorsville,Utah,2015,60290
Taylorsville,Utah,2016,60401
Taylorsville,Utah,2017,60057
Taylorsville,Utah,2018,60005
Taylorsville,Utah,2019,59805
Utica,New York,2010,62209
Utica,New York,2011,62036
Utica,New York,2012,61886
Utica,New York,2013,61680
Utica,New York,2014,61289
Utica,New York,2015,60912
Utica,New York,2016,60618
Utica,New York,2017,60374
Utica,New York,2018,60040
Utica,New York,2019,59750
Monterey Park,California,2010,60218
Monterey Park,California,2011,60460
Monterey Park,California,2012,60645
Monterey Park,California,2013,60796
Monterey Park,California,2014,60832
Monterey Park,California,2015,60908
Monterey Park,California,2016,60830
Monterey Park,California,2017,60668
Monterey Park,California,2018,60198
Monterey Park,California,2019,59669
Bonita Springs,Florida,2010,44075
Bonita Springs,Florida,2011,45039
Bonita Springs,Florida,2012,46342
Bonita Springs,Florida,2013,47664
Bonita Springs,Florida,2014,49367
Bonita Springs,Florida,2015,51850
Bonita Springs,Florida,2016,54400
Bonita Springs,Florida,2017,56175
Bonita Springs,Florida,2018,57398
Bonita Springs,Florida,2019,59637
Porterville,California,2010,58197
Porterville,California,2011,58540
Porterville,California,2012,58708
Porterville,California,2013,58891
Porterville,California,2014,58995
Porterville,California,2015,59721
Porterville,California,2016,59699
Porterville,California,2017,59745
Porterville,California,2018,59685
Porterville,California,2019,59599
Greenwood,Indiana,2010,51159
Greenwood,Indiana,2011,52031
Greenwood,Indiana,2012,52800
Greenwood,Indiana,2013,53658
Greenwood,Indiana,2014,54452
Greenwood,Indiana,2015,55272
Greenwood,Indiana,2016,56352
Greenwood,Indiana,2017,57356
Greenwood,Indiana,2018,58701
Greenwood,Indiana,2019,59458
Bartlett,Tennessee,2010,57030
Bartlett,Tennessee,2011,57388
Bartlett,Tennessee,2012,58224
Bartlett,Tennessee,2013,58231
Bartlett,Tennessee,2014,58353
Bartlett,Tennessee,2015,58665
Bartlett,Tennessee,2016,58887
Bartlett,Tennessee,2017,59101
Bartlett,Tennessee,2018,59403
Bartlett,Tennessee,2019,59440
Bradenton,Florida,2010,49310
Bradenton,Florida,2011,49642
Bradenton,Florida,2012,50207
Bradenton,Florida,2013,51175
Bradenton,Florida,2014,52253
Bradenton,Florida,2015,53838
Bradenton,Florida,2016,55048
Bradenton,Florida,2017,56686
Bradenton,Florida,2018,57601
Bradenton,Florida,2019,59439
Vineland,New Jersey,2010,60820
Vineland,New Jersey,2011,60984
Vineland,New Jersey,2012,60921
Vineland,New Jersey,2013,60874
Vineland,New Jersey,2014,60887
Vineland,New Jersey,2015,60583
Vineland,New Jersey,2016,60312
Vineland,New Jersey,2017,59862
Vineland,New Jersey,2018,59856
Vineland,New Jersey,2019,59439
Pontiac,Michigan,2010,59687
Pontiac,Michigan,2011,59913
Pontiac,Michigan,2012,60299
Pontiac,Michigan,2013,60448
Pontiac,Michigan,2014,60466
Pontiac,Michigan,2015,60260
Pontiac,Michigan,2016,60224
Pontiac,Michigan,2017,60123
Pontiac,Michigan,2018,59741
Pontiac,Michigan,2019,59438
Meriden,Connecticut,2010,60832
Meriden,Connecticut,2011,60699
Meriden,Connecticut,2012,60672
Meriden,Connecticut,2013,60491
Meriden,Connecticut,2014,60384
Meriden,Connecticut,2015,60063
Meriden,Connecticut,2016,59708
Meriden,Connecticut,2017,59646
Meriden,Connecticut,2018,59566
Meriden,Connecticut,2019,59395
Gardena,California,2010,58835
Gardena,California,2011,59114
Gardena,California,2012,59368
Gardena,California,2013,59788
Gardena,California,2014,59843
Gardena,California,2015,59946
Gardena,California,2016,59873
Gardena,California,2017,59871
Gardena,California,2018,59540
Gardena,California,2019,59329
Apex town,North Carolina,2010,37991
Apex town,North Carolina,2011,38999
Apex town,North Carolina,2012,40659
Apex town,North Carolina,2013,42388
Apex town,North Carolina,2014,44064
Apex town,North Carolina,2015,45652
Apex town,North Carolina,2016,47543
Apex town,North Carolina,2017,50524
Apex town,North Carolina,2018,53859
Apex town,North Carolina,2019,59300
Royal Oak,Michigan,2010,57260
Royal Oak,Michigan,2011,57697
Royal Oak,Michigan,2012,58139
Royal Oak,Michigan,2013,58562
Royal Oak,Michigan,2014,58763
Royal Oak,Michigan,2015,58750
Royal Oak,Michigan,2016,59226
Royal Oak,Michigan,2017,59374
Royal Oak,Michigan,2018,59356
Royal Oak,Michigan,2019,59277
Cupertino,California,2010,58689
Cupertino,California,2011,59172
Cupertino,California,2012,59769
Cupertino,California,2013,60198
Cupertino,California,2014,60592
Cupertino,California,2015,60519
Cupertino,California,2016,60900
Cupertino,California,2017,60588
Cupertino,California,2018,60004
Cupertino,California,2019,59276
Lancaster,Pennsylvania,2010,59277
Lancaster,Pennsylvania,2011,59417
Lancaster,Pennsylvania,2012,59406
Lancaster,Pennsylvania,2013,59397
Lancaster,Pennsylvania,2014,59411
Lancaster,Pennsylvania,2015,59446
Lancaster,Pennsylvania,2016,59486
Lancaster,Pennsylvania,2017,59494
Lancaster,Pennsylvania,2018,59407
Lancaster,Pennsylvania,2019,59265
La Mesa,California,2010,57149
La Mesa,California,2011,57644
La Mesa,California,2012,58099
La Mesa,California,2013,58556
La Mesa,California,2014,58855
La Mesa,California,2015,59697
La Mesa,California,2016,59751
La Mesa,California,2017,59722
La Mesa,California,2018,59389
La Mesa,California,2019,59249
Gilroy,California,2010,49006
Gilroy,California,2011,49700
Gilroy,California,2012,50718
Gilroy,California,2013,51893
Gilroy,California,2014,52538
Gilroy,California,2015,53259
Gilroy,California,2016,55369
Gilroy,California,2017,57549
Gilroy,California,2018,58588
Gilroy,California,2019,59032
St. Clair Shores,Michigan,2010,59767
St. Clair Shores,Michigan,2011,59799
St. Clair Shores,Michigan,2012,59986
St. Clair Shores,Michigan,2013,60183
St. Clair Shores,Michigan,2014,60085
St. Clair Shores,Michigan,2015,59912
St. Clair Shores,Michigan,2016,59788
St. Clair Shores,Michigan,2017,59657
St. Clair Shores,Michigan,2018,59282
St. Clair Shores,Michigan,2019,58984
Des Plaines,Illinois,2010,58454
Des Plaines,Illinois,2011,58725
Des Plaines,Illinois,2012,58978
Des Plaines,Illinois,2013,59112
Des Plaines,Illinois,2014,59104
Des Plaines,Illinois,2015,58811
Des Plaines,Illinois,2016,58430
Des Plaines,Illinois,2017,58078
Des Plaines,Illinois,2018,58854
Des Plaines,Illinois,2019,58899
Springfield,Ohio,2010,60531
Springfield,Ohio,2011,60267
Springfield,Ohio,2012,60079
Springfield,Ohio,2013,59872
Springfield,Ohio,2014,59730
Springfield,Ohio,2015,59449
Springfield,Ohio,2016,58906
Springfield,Ohio,2017,59168
Springfield,Ohio,2018,59263
Springfield,Ohio,2019,58877
Corvallis,Oregon,2010,54401
Corvallis,Oregon,2011,54730
Corvallis,Oregon,2012,55139
Corvallis,Oregon,2013,54710
Corvallis,Oregon,2014,55517
Corvallis,Oregon,2015,56375
Corvallis,Oregon,2016,57327
Corvallis,Oregon,2017,58546
Corvallis,Oregon,2018,58969
Corvallis,Oregon,2019,58856
Margate,Florida,2010,53242
Margate,Florida,2011,54190
Margate,Florida,2012,54820
Margate,Florida,2013,55256
Margate,Florida,2014,55664
Margate,Florida,2015,56741
Margate,Florida,2016,57832
Margate,Florida,2017,58200
Margate,Florida,2018,58495
Margate,Florida,2019,58796
Bowie,Maryland,2010,55458
Bowie,Maryland,2011,56000
Bowie,Maryland,2012,56574
Bowie,Maryland,2013,57102
Bowie,Maryland,2014,57750
Bowie,Maryland,2015,58225
Bowie,Maryland,2016,58431
Bowie,Maryland,2017,58563
Bowie,Maryland,2018,58610
Bowie,Maryland,2019,58643
Casa Grande,Arizona,2010,48955
Casa Grande,Arizona,2011,48904
Casa Grande,Arizona,2012,49453
Casa Grande,Arizona,2013,49777
Casa Grande,Arizona,2014,51362
Casa Grande,Arizona,2015,52687
Casa Grande,Arizona,2016,54247
Casa Grande,Arizona,2017,55695
Casa Grande,Arizona,2018,57019
Casa Grande,Arizona,2019,58632
Caldwell,Idaho,2010,46535
Caldwell,Idaho,2011,47271
Caldwell,Idaho,2012,47708
Caldwell,Idaho,2013,48964
Caldwell,Idaho,2014,50122
Caldwell,Idaho,2015,51543
Caldwell,Idaho,2016,53106
Caldwell,Idaho,2017,54738
Caldwell,Idaho,2018,56478
Caldwell,Idaho,2019,58481
San Rafael,California,2010,57797
San Rafael,California,2011,58232
San Rafael,California,2012,58448
San Rafael,California,2013,58995
San Rafael,California,2014,59130
San Rafael,California,2015,59074
San Rafael,California,2016,58918
San Rafael,California,2017,58801
San Rafael,California,2018,58704
San Rafael,California,2019,58440
Great Falls,Montana,2010,59243
Great Falls,Montana,2011,59411
Great Falls,Montana,2012,59284
Great Falls,Montana,2013,59549
Great Falls,Montana,2014,59359
Great Falls,Montana,2015,59281
Great Falls,Montana,2016,58915
Great Falls,Montana,2017,58879
Great Falls,Montana,2018,58751
Great Falls,Montana,2019,58434
Sarasota,Florida,2010,52219
Sarasota,Florida,2011,52527
Sarasota,Florida,2012,52954
Sarasota,Florida,2013,53149
Sarasota,Florida,2014,54015
Sarasota,Florida,2015,54956
Sarasota,Florida,2016,56440
Sarasota,Florida,2017,57185
Sarasota,Florida,2018,57746
Sarasota,Florida,2019,58285
Richland,Washington,2010,48876
Richland,Washington,2011,50622
Richland,Washington,2012,51767
Richland,Washington,2013,52549
Richland,Washington,2014,53248
Richland,Washington,2015,54412
Richland,Washington,2016,55095
Richland,Washington,2017,56656
Richland,Washington,2018,57533
Richland,Washington,2019,58225
St. Peters,Missouri,2010,52796
St. Peters,Missouri,2011,53414
St. Peters,Missouri,2012,54062
St. Peters,Missouri,2013,54825
St. Peters,Missouri,2014,56012
St. Peters,Missouri,2015,56742
St. Peters,Missouri,2016,57159
St. Peters,Missouri,2017,57179
St. Peters,Missouri,2018,57123
St. Peters,Missouri,2019,58212
Hendersonville,Tennessee,2010,51485
Hendersonville,Tennessee,2011,52283
Hendersonville,Tennessee,2012,52919
Hendersonville,Tennessee,2013,53824
Hendersonville,Tennessee,2014,54851
Hendersonville,Tennessee,2015,55597
Hendersonville,Tennessee,2016,56563
Hendersonville,Tennessee,2017,57560
Hendersonville,Tennessee,2018,57634
Hendersonville,Tennessee,2019,58113
White Plains,New York,2010,56946
White Plains,New York,2011,57183
White Plains,New York,2012,57255
White Plains,New York,2013,57647
White Plains,New York,2014,57733
White Plains,New York,2015,58020
White Plains,New York,2016,58000
White Plains,New York,2017,58388
White Plains,New York,2018,58141
White Plains,New York,2019,58109
Huntersville town,North Carolina,2010,47103
Huntersville town,North Carolina,2011,48184
Huntersville town,North Carolina,2012,49424
Huntersville town,North Carolina,2013,50673
Huntersville town,North Carolina,2014,51728
Huntersville town,North Carolina,2015,52973
Huntersville town,North Carolina,2016,55273
Huntersville town,North Carolina,2017,56385
Huntersville town,North Carolina,2018,57212
Huntersville town,North Carolina,2019,58098
Santee,California,2010,53640
Santee,California,2011,54523
Santee,California,2012,55381
Santee,California,2013,56151
Santee,California,2014,56828
Santee,California,2015,57471
Santee,California,2016,57678
Santee,California,2017,57825
Santee,California,2018,57944
Santee,California,2019,58081
Kokomo,Indiana,2010,58193
Kokomo,Indiana,2011,58208
Kokomo,Indiana,2012,58212
Kokomo,Indiana,2013,58204
Kokomo,Indiana,2014,58158
Kokomo,Indiana,2015,57980
Kokomo,Indiana,2016,57762
Kokomo,Indiana,2017,57858
Kokomo,Indiana,2018,57922
Kokomo,Indiana,2019,58020
Arcadia,California,2010,56322
Arcadia,California,2011,56594
Arcadia,California,2012,56801
Arcadia,California,2013,57215
Arcadia,California,2014,57513
Arcadia,California,2015,57835
Arcadia,California,2016,58238
Arcadia,California,2017,58374
Arcadia,California,2018,58385
Arcadia,California,2019,57939
Casper,Wyoming,2010,55261
Casper,Wyoming,2011,56092
Casper,Wyoming,2012,57684
Casper,Wyoming,2013,59487
Casper,Wyoming,2014,59673
Casper,Wyoming,2015,60014
Casper,Wyoming,2016,58933
Casper,Wyoming,2017,57851
Casper,Wyoming,2018,57515
Casper,Wyoming,2019,57931
Dubuque,Iowa,2010,57689
Dubuque,Iowa,2011,57916
Dubuque,Iowa,2012,58165
Dubuque,Iowa,2013,58491
Dubuque,Iowa,2014,58573
Dubuque,Iowa,2015,58566
Dubuque,Iowa,2016,58248
Dubuque,Iowa,2017,58299
Dubuque,Iowa,2018,57975
Dubuque,Iowa,2019,57882
Orland Park village,Illinois,2010,56664
Orland Park village,Illinois,2011,56968
Orland Park village,Illinois,2012,57232
Orland Park village,Illinois,2013,58470
Orland Park village,Illinois,2014,58592
Orland Park village,Illinois,2015,58531
Orland Park village,Illinois,2016,58912
Orland Park village,Illinois,2017,58579
Orland Park village,Illinois,2018,58179
Orland Park village,Illinois,2019,57857
Weymouth Town,Massachusetts,2010,53828
Weymouth Town,Massachusetts,2011,54177
Weymouth Town,Massachusetts,2012,55058
Weymouth Town,Massachusetts,2013,55452
Weymouth Town,Massachusetts,2014,55725
Weymouth Town,Massachusetts,2015,55798
Weymouth Town,Massachusetts,2016,55924
Weymouth Town,Massachusetts,2017,56695
Weymouth Town,Massachusetts,2018,57511
Weymouth Town,Massachusetts,2019,57746
Parker town,Colorado,2010,45540
Parker town,Colorado,2011,46116
Parker town,Colorado,2012,47054
Parker town,Colorado,2013,48364
Parker town,Colorado,2014,49508
Parker town,Colorado,2015,51112
Parker town,Colorado,2016,52714
Parker town,Colorado,2017,54261
Parker town,Colorado,2018,55813
Parker town,Colorado,2019,57706
Palm Beach Gardens,Florida,2010,50012
Palm Beach Gardens,Florida,2011,50563
Palm Beach Gardens,Florida,2012,51320
Palm Beach Gardens,Florida,2013,52221
Palm Beach Gardens,Florida,2014,53388
Palm Beach Gardens,Florida,2015,54437
Palm Beach Gardens,Florida,2016,55536
Palm Beach Gardens,Florida,2017,56360
Palm Beach Gardens,Florida,2018,57007
Palm Beach Gardens,Florida,2019,57704
Hanford,California,2010,54463
Hanford,California,2011,54612
Hanford,California,2012,54524
Hanford,California,2013,54741
Hanford,California,2014,55086
Hanford,California,2015,55608
Hanford,California,2016,55663
Hanford,California,2017,56383
Hanford,California,2018,56971
Hanford,California,2019,57703
Huntington Park,California,2010,58125
Huntington Park,California,2011,58334
Huntington Park,California,2012,58524
Huntington Park,California,2013,58739
Huntington Park,California,2014,58908
Huntington Park,California,2015,58933
Huntington Park,California,2016,58701
Huntington Park,California,2017,58476
Huntington Park,California,2018,57998
Huntington Park,California,2019,57509
Taunton,Massachusetts,2010,55851
Taunton,Massachusetts,2011,55876
Taunton,Massachusetts,2012,55990
Taunton,Massachusetts,2013,56109
Taunton,Massachusetts,2014,56659
Taunton,Massachusetts,2015,56838
Taunton,Massachusetts,2016,56939
Taunton,Massachusetts,2017,56982
Taunton,Massachusetts,2018,57365
Taunton,Massachusetts,2019,57464
Midwest City,Oklahoma,2010,54586
Midwest City,Oklahoma,2011,55386
Midwest City,Oklahoma,2012,56232
Midwest City,Oklahoma,2013,56835
Midwest City,Oklahoma,2014,57095
Midwest City,Oklahoma,2015,57289
Midwest City,Oklahoma,2016,57417
Midwest City,Oklahoma,2017,57165
Midwest City,Oklahoma,2018,57186
Midwest City,Oklahoma,2019,57407
Medford,Massachusetts,2010,56400
Medford,Massachusetts,2011,56824
Medford,Massachusetts,2012,57255
Medford,Massachusetts,2013,57399
Medford,Massachusetts,2014,57551
Medford,Massachusetts,2015,57792
Medford,Massachusetts,2016,57820
Medford,Massachusetts,2017,57772
Medford,Massachusetts,2018,57554
Medford,Massachusetts,2019,57341
Euless,Texas,2010,51411
Euless,Texas,2011,52052
Euless,Texas,2012,52756
Euless,Texas,2013,53140
Euless,Texas,2014,53569
Euless,Texas,2015,54163
Euless,Texas,2016,54881
Euless,Texas,2017,55252
Euless,Texas,2018,57241
Euless,Texas,2019,57197
Shoreline,Washington,2010,53180
Shoreline,Washington,2011,53762
Shoreline,Washington,2012,54459
Shoreline,Washington,2013,54802
Shoreline,Washington,2014,55249
Shoreline,Washington,2015,55592
Shoreline,Washington,2016,55687
Shoreline,Washington,2017,56521
Shoreline,Washington,2018,56557
Shoreline,Washington,2019,57027
Smyrna,Georgia,2010,51140
Smyrna,Georgia,2011,51636
Smyrna,Georgia,2012,52322
Smyrna,Georgia,2013,53074
Smyrna,Georgia,2014,54419
Smyrna,Georgia,2015,55583
Smyrna,Georgia,2016,56246
Smyrna,Georgia,2017,56285
Smyrna,Georgia,2018,56512
Smyrna,Georgia,2019,56666
Pocatello,Idaho,2010,54335
Pocatello,Idaho,2011,54702
Pocatello,Idaho,2012,54779
Pocatello,Idaho,2013,54476
Pocatello,Idaho,2014,54427
Pocatello,Idaho,2015,54775
Pocatello,Idaho,2016,54911
Pocatello,Idaho,2017,55336
Pocatello,Idaho,2018,55982
Pocatello,Idaho,2019,56637
Valdosta,Georgia,2010,54977
Valdosta,Georgia,2011,55787
Valdosta,Georgia,2012,57156
Valdosta,Georgia,2013,56088
Valdosta,Georgia,2014,56309
Valdosta,Georgia,2015,55818
Valdosta,Georgia,2016,55846
Valdosta,Georgia,2017,56054
Valdosta,Georgia,2018,56428
Valdosta,Georgia,2019,56457
Carson City,Nevada,2010,54981
Carson City,Nevada,2011,54676
Carson City,Nevada,2012,54312
Carson City,Nevada,2013,53726
Carson City,Nevada,2014,54082
Carson City,Nevada,2015,54068
Carson City,Nevada,2016,54147
Carson City,Nevada,2017,54532
Carson City,Nevada,2018,55202
Carson City,Nevada,2019,55916
Lake Havasu City,Arizona,2010,52578
Lake Havasu City,Arizona,2011,52789
Lake Havasu City,Arizona,2012,52794
Lake Havasu City,Arizona,2013,52786
Lake Havasu City,Arizona,2014,53030
Lake Havasu City,Arizona,2015,53399
Lake Havasu City,Arizona,2016,53800
Lake Havasu City,Arizona,2017,54380
Lake Havasu City,Arizona,2018,55020
Lake Havasu City,Arizona,2019,55865
Grand Forks,North Dakota,2010,53040
Grand Forks,North Dakota,2011,52770
Grand Forks,North Dakota,2012,53576
Grand Forks,North Dakota,2013,54914
Grand Forks,North Dakota,2014,55811
Grand Forks,North Dakota,2015,56535
Grand Forks,North Dakota,2016,56729
Grand Forks,North Dakota,2017,56754
Grand Forks,North Dakota,2018,56637
Grand Forks,North Dakota,2019,55839
Blue Springs,Missouri,2010,52657
Blue Springs,Missouri,2011,52754
Blue Springs,Missouri,2012,52977
Blue Springs,Missouri,2013,53149
Blue Springs,Missouri,2014,53462
Blue Springs,Missouri,2015,53998
Blue Springs,Missouri,2016,54387
Blue Springs,Missouri,2017,54861
Blue Springs,Missouri,2018,55126
Blue Springs,Missouri,2019,55829
Southaven,Mississippi,2010,49125
Southaven,Mississippi,2011,49756
Southaven,Mississippi,2012,50407
Southaven,Mississippi,2013,50977
Southaven,Mississippi,2014,51740
Southaven,Mississippi,2015,52529
Southaven,Mississippi,2016,53200
Southaven,Mississippi,2017,54155
Southaven,Mississippi,2018,54979
Southaven,Mississippi,2019,55780
Tinley Park village,Illinois,2010,56882
Tinley Park village,Illinois,2011,57086
Tinley Park village,Illinois,2012,57268
Tinley Park village,Illinois,2013,57372
Tinley Park village,Illinois,2014,57364
Tinley Park village,Illinois,2015,57195
Tinley Park village,Illinois,2016,56929
Tinley Park village,Illinois,2017,56553
Tinley Park village,Illinois,2018,56095
